drug_a,drug_b,cell_line,synergy
9941095,5790,OVCAR-4,-16
9941095,119182,Hs-578-T,-16
9941095,119182,MDA-MB-468,-16
9941095,60749,SW620,-16
9941095,6252,MDA-MB-468,-16
9941095,5352062,BT-549,-16
9941095,5352062,Hs-578-T,-16
644241,657237,NCI-H226,-16
644241,77082,HL-60,-16
644241,6252,U031,-16
644241,5453,PC-3,-16
644241,2662,ACHN,-16
406563,2733525,IGROV-1,-16
406563,5790,U251,-16
406563,60749,COLO-205,-16
406563,60749,DU-145,-16
406563,249332,SF539,-16
406563,2662,MDA-MB-231,-16
406563,5329102,SF295,-16
406563,5352062,ACHN,-16
2478,20279,SF268,-16
2478,444795,UACC-62,-16
2478,72466,HT-29,-16
2478,72466,OVCAR-3,-16
2478,36314,U031,-16
2478,77082,ACHN,-16
2478,5790,U031,-16
2478,4211,KM12,-16
2478,241902,A549,-16
2478,148124,OVCAR-8,-16
2478,104842,SF295,-16
2478,667490,SK-MEL-5,-16
5329102,20279,U031,-16
5329102,657237,SW620,-16
5329102,2733525,Hs-578-T,-16
5329102,2733525,OVCAR-5,-16
5329102,426756,MCF7,-16
5329102,426756,SF268,-16
5329102,119182,UACC-62,-16
5329102,60749,HCC2998,-16
5329102,5453,UACC-62,-16
5329102,249332,KM12,-16
5329102,5311,SNB75,-16
5329102,3902,SNB75,-16
5329102,9941095,SW620,-16
5329102,644241,COLO-205,-16
2723601,452548,SNB75,-16
2723601,443939,SN12C,-16
2723601,2123,SF268,-16
2723601,71384,Hs-578-T,-16
2723601,3385,SK-MEL-2,-16
2723601,2708,RXF393,-16
2723601,45055483,COLO-205,-16
2723601,45055483,EKVX,-16
2723601,60198,MCF7,-16
2723601,60198,SK-MEL-5,-16
2723601,123631,UACC-257,-16
2723601,62770,MOLT-4,-16
2723601,460612,HCC2998,-16
2723601,5799,DU-145,-16
5352062,20279,UACC-257,-16
5352062,657237,COLO-205,-16
5352062,444795,MDA-MB-231,-16
5352062,36314,U031,-16
5352062,2733525,KM12,-16
5352062,426756,HCT-116,-16
5352062,454216,SK-MEL-5,-16
5352062,5394,BT-549,-16
5352062,241902,OVCAR-3,-16
5352062,148124,HT-29,-16
5352062,148124,T47D,-16
5352062,6252,UACC-62,-16
5352062,60953,U031,-16
5352062,3902,U031,-16
5352062,2662,MOLT-4,-16
148121,2733525,Hs-578-T,-16
148121,2733525,MDA-MB-468,-16
148121,2733525,NCI-H522,-16
148121,119182,IGROV-1,-16
148121,119182,OVCAR-3,-16
148121,148124,TK10,-16
148121,6252,LOXIMVI,-16
148121,3011155,A549,-16
148121,3902,IGROV-1,-16
148121,3062316,ACHN,-16
148121,3062316,SR,-16
148121,123596,OVCAR-5,-16
148121,9941095,MDA-MB-231,-16
148121,9941095,U251,-16
148121,644241,MCF7,-16
148121,644241,UACC-257,-16
148121,5329102,COLO-205,-16
9703,9444,SK-MEL-28,-16
9703,20279,SK-MEL-28,-16
9703,5284616,UACC-62,-16
9703,163659,MDA-MB-468,-16
9703,457193,SN12C,-16
9703,119182,SW620,-16
9703,60749,SF295,-16
9703,148124,HOP-62,-16
9703,104842,TK10,-16
3950,71384,MOLT-4,-16
3950,60198,A498,-16
3950,123631,SF268,-16
62770,452548,UACC-62,-16
62770,36462,A498,-16
62770,135413520,OVCAR-3,-16
62770,135413520,SK-MEL-28,-16
62770,5799,786-0,-16
62770,5799,CAKI-1,-16
29327,9444,BT-549,-16
29327,9444,RPMI-8226,-16
29327,72466,NCI-H322M,-16
29327,2733525,BT-549,-16
29327,5284616,786-0,-16
29327,163659,OVCAR-4,-16
29327,163659,SF295,-16
29327,454216,NCI-H226,-16
29327,457193,CCRF-CEM,-16
29327,3657,HL-60,-16
29327,3657,MDA-MB-468,-16
29327,3657,SF539,-16
29327,5394,CCRF-CEM,-16
29327,119182,UACC-62,-16
29327,60749,UACC-62,-16
29327,148124,UACC-62,-16
29327,6252,HOP-62,-16
29327,126941,RXF393,-16
29327,667490,HOP-62,-16
29327,5799,BT-549,-16
460612,452548,SK-MEL-28,-16
460612,2123,UACC-62,-16
460612,71384,UACC-257,-16
460612,4212,Hs-578-T,-16
460612,6194,SW620,-16
460612,135413520,SK-MEL-2,-16
460612,123631,SF539,-16
460612,62770,MDA-MB-468,-16
460612,5799,SK-MEL-28,-16
5799,20279,A549,-16
5799,657237,SK-MEL-5,-16
5799,36314,EKVX,-16
5799,2733525,A549,-16
5799,5790,EKVX,-16
5799,5790,TK10,-16
5799,5394,A549,-16
5799,5394,SN12C,-16
5799,60749,A549,-16
5799,148124,U031,-16
5799,6252,K-562,-16
5799,249332,SNB75,-16
5799,3902,TK10,-16
5799,6442177,RPMI-8226,-16
5799,5329102,SN12C,-16
5799,5329102,UACC-62,-16
5799,5352062,TK10,-16
9444,657237,A549,-15
9444,36314,OVCAR-4,-15
9444,426756,U031,-15
9444,454216,COLO-205,-15
9444,241902,UACC-257,-15
9444,119182,U031,-15
9444,249332,RXF393,-15
9444,60953,RPMI-8226,-15
9444,2662,A549,-15
9444,5352062,SN12C,-15
20279,5453,A549,-15
20279,5453,MDA-MB-231,-15
20279,249332,UACC-62,-15
20279,3902,786-0,-15
3690,20279,OVCAR-8,-15
3690,657237,Hs-578-T,-15
3690,77082,K-562,-15
3690,77082,SK-MEL-5,-15
3690,5790,MCF7,-15
3690,5790,SK-MEL-5,-15
3690,3657,ACHN,-15
3690,3657,SK-MEL-28,-15
3690,3657,UACC-62,-15
3690,5394,TK10,-15
3690,119182,SW620,-15
3690,60749,BT-549,-15
3690,60749,SF268,-15
3690,6252,OVCAR-5,-15
3690,249332,HCT-15,-15
3690,5935,MDA-MB-468,-15
3690,5799,UACC-62,-15
657237,20279,UACC-257,-15
657237,5790,BT-549,-15
657237,6252,HT-29,-15
657237,6252,KM12,-15
657237,3902,UACC-62,-15
444795,657237,OVCAR-4,-15
444795,6252,IGROV-1,-15
444795,6252,U031,-15
444795,5453,UACC-62,-15
444795,3902,UACC-62,-15
452548,36462,SN12C,-15
452548,71384,SK-MEL-28,-15
452548,45055483,SW620,-15
452548,135413520,SK-MEL-28,-15
443939,9444,SK-MEL-5,-15
443939,9444,SNB75,-15
443939,657237,SF268,-15
443939,36314,HT-29,-15
443939,426756,SF268,-15
443939,5790,M14,-15
443939,5790,NCI-H226,-15
443939,3011155,Hs-578-T,-15
443939,644241,DU-145,-15
72466,9444,NCI-H522,-15
72466,9444,SW620,-15
72466,9444,U251,-15
72466,20279,U031,-15
72466,657237,OVCAR-5,-15
72466,657237,SW620,-15
72466,2733525,SW620,-15
72466,426756,NCI-H522,-15
72466,5790,SR,-15
72466,60749,DU-145,-15
72466,148124,ACHN,-15
72466,60953,RXF393,-15
72466,123596,NCI-H226,-15
72466,9941095,PC-3,-15
36314,2733525,T47D,-15
36314,426756,A498,-15
36314,5453,OVCAR-3,-15
451668,657237,MDA-MB-468,-15
451668,444795,NCI-H322M,-15
451668,72466,HOP-62,-15
451668,36314,SK-MEL-28,-15
451668,77082,OVCAR-8,-15
451668,2733525,MDA-MB-468,-15
451668,5284616,K-562,-15
451668,5284616,NCI-H23,-15
451668,5394,SW620,-15
451668,119182,RPMI-8226,-15
451668,148124,NCI-H322M,-15
451668,249332,HCT-15,-15
451668,249332,NCI-H322M,-15
451668,249332,RXF393,-15
451668,667490,HOP-62,-15
451668,667490,HT-29,-15
451668,5935,TK10,-15
2123,443939,M14,-15
2123,4212,SF268,-15
2123,135398738,COLO-205,-15
2123,135398738,MCF7,-15
2123,45055483,T47D,-15
2123,135413520,SK-MEL-28,-15
2123,135413520,SK-OV-3,-15
2123,11683,HCT-15,-15
2123,216326,CCRF-CEM,-15
2123,216326,HCC2998,-15
2123,216326,M14,-15
2123,216326,MDA-MB-231,-15
2123,216326,U031,-15
2123,3950,NCI-H226,-15
2123,5799,LOXIMVI,-15
77082,20279,A498,-15
77082,657237,COLO-205,-15
77082,657237,IGROV-1,-15
77082,657237,RXF393,-15
77082,444795,SW620,-15
77082,2733525,NCI-H322M,-15
77082,2733525,SW620,-15
77082,5790,LOXIMVI,-15
77082,5394,PC-3,-15
77082,5453,MDA-MB-468,-15
77082,5311,CAKI-1,-15
77082,5311,COLO-205,-15
77082,5311,NCI-H322M,-15
77082,5311,U031,-15
77082,2662,SF295,-15
77082,3062316,SF268,-15
77082,9941095,A549,-15
77082,5329102,SW620,-15
135401907,9444,U251,-15
135401907,77082,M14,-15
135401907,2733525,786-0,-15
135401907,5284616,ACHN,-15
135401907,5284616,OVCAR-5,-15
135401907,163659,NCI-H522,-15
135401907,5394,SK-OV-3,-15
135401907,4211,SK-OV-3,-15
135401907,6252,SN12C,-15
135401907,5453,OVCAR-8,-15
135401907,104842,SK-OV-3,-15
135401907,249332,SW620,-15
135401907,126941,MCF7,-15
135401907,5935,SN12C,-15
135401907,5799,IGROV-1,-15
36462,4212,LOXIMVI,-15
36462,45055483,SF295,-15
36462,123631,RPMI-8226,-15
6239,9444,SNB75,-15
6239,9444,TK10,-15
6239,443939,HCT-15,-15
6239,443939,MCF7,-15
6239,36314,KM12,-15
6239,77082,MDA-MB-231,-15
6239,163659,HT-29,-15
6239,5790,HOP-62,-15
6239,3657,SK-MEL-28,-15
6239,119182,ACHN,-15
6239,119182,NCI-H322M,-15
6239,119182,RXF393,-15
6239,60749,A549,-15
6239,148124,NCI-H322M,-15
6239,249332,TK10,-15
6239,5799,HOP-62,-15
6239,5799,UACC-257,-15
71384,4212,K-562,-15
71384,45055483,EKVX,-15
71384,123631,T47D,-15
71384,216326,OVCAR-5,-15
2733525,20279,U251,-15
2733525,657237,HT-29,-15
2733525,657237,K-562,-15
2733525,444795,MDA-MB-231,-15
2733525,249332,LOXIMVI,-15
2733525,2662,786-0,-15
2733525,2662,PC-3,-15
2733525,126941,SNB75,-15
123608,9444,U031,-15
123608,20279,MDA-MB-468,-15
123608,443939,PC-3,-15
123608,36314,A498,-15
123608,36314,A549,-15
123608,36314,SN12C,-15
123608,77082,SR,-15
123608,163659,SK-MEL-5,-15
123608,3657,Hs-578-T,-15
123608,3657,HT-29,-15
123608,3657,NCI-H522,-15
123608,3657,U031,-15
123608,4211,NCI-H322M,-15
123608,119182,HCT-116,-15
123608,119182,OVCAR-8,-15
123608,60749,UACC-62,-15
123608,148124,NCI-H23,-15
123608,6252,U251,-15
123608,5453,UACC-257,-15
123608,104842,786-0,-15
123608,104842,HCC2998,-15
123608,249332,K-562,-15
123608,667490,U031,-15
123608,5935,786-0,-15
123608,5935,IGROV-1,-15
3385,6194,MDA-MB-468,-15
3385,135413520,UACC-62,-15
3385,60198,OVCAR-8,-15
3385,11683,OVCAR-5,-15
3385,123631,NCI-H226,-15
3385,3950,MDA-MB-231,-15
3385,5799,UACC-62,-15
439693,9444,SK-OV-3,-15
439693,20279,K-562,-15
439693,72466,SF295,-15
439693,3657,NCI-H522,-15
439693,4211,MOLT-4,-15
439693,4211,U251,-15
439693,104842,UACC-257,-15
439693,5935,U251,-15
439693,5799,MCF7,-15
5284616,20279,SN12C,-15
5284616,2733525,KM12,-15
5284616,457193,MCF7,-15
5284616,119182,NCI-H226,-15
5284616,6252,MDA-MB-468,-15
5284616,5453,RXF393,-15
5284616,249332,A549,-15
5284616,60953,MDA-MB-468,-15
5284616,667490,UACC-257,-15
426756,444795,M14,-15
426756,2733525,DU-145,-15
426756,2733525,U031,-15
426756,5790,U251,-15
426756,457193,SF268,-15
426756,3902,UACC-257,-15
163659,657237,OVCAR-4,-15
163659,426756,HT-29,-15
163659,426756,SK-MEL-2,-15
163659,5790,RXF393,-15
163659,5394,SK-MEL-5,-15
163659,6252,OVCAR-8,-15
163659,104842,SF539,-15
163659,5311,UACC-62,-15
163659,2662,HT-29,-15
163659,6442177,SK-MEL-28,-15
163659,123596,SK-MEL-2,-15
163659,5329102,MDA-MB-468,-15
163659,5352062,ACHN,-15
163659,5352062,UACC-62,-15
454216,20279,MOLT-4,-15
454216,6252,RPMI-8226,-15
454216,104842,PC-3,-15
454216,3902,COLO-205,-15
454216,3902,MDA-MB-231,-15
454216,6442177,UACC-257,-15
454216,9941095,COLO-205,-15
454216,5352062,T47D,-15
4842,20279,NCI-H23,-15
4842,72466,COLO-205,-15
4842,72466,SR,-15
4842,77082,HCT-15,-15
4842,2733525,EKVX,-15
4842,2733525,MDA-MB-468,-15
4842,2733525,U251,-15
4842,457193,MCF7,-15
4842,3657,HCT-116,-15
4842,5394,K-562,-15
4842,4211,EKVX,-15
4842,241902,UACC-257,-15
4842,119182,OVCAR-5,-15
4842,60749,SW620,-15
4842,5453,A498,-15
4842,5453,U251,-15
4842,249332,A498,-15
4842,667490,SK-OV-3,-15
4842,5935,COLO-205,-15
4842,5799,NCI-H226,-15
2907,9444,SF268,-15
2907,657237,HCC2998,-15
2907,657237,MCF7,-15
2907,444795,MOLT-4,-15
2907,72466,TK10,-15
2907,77082,ACHN,-15
2907,5284616,NCI-H226,-15
2907,454216,SF295,-15
2907,5394,KM12,-15
2907,5394,SK-OV-3,-15
2907,4211,A498,-15
2907,4211,A549,-15
2907,4211,IGROV-1,-15
2907,4211,M14,-15
2907,241902,LOXIMVI,-15
2907,119182,SK-MEL-28,-15
2907,119182,UACC-62,-15
2907,6252,T47D,-15
2907,667490,DU-145,-15
2907,5935,SK-OV-3,-15
2907,5799,HT-29,-15
2907,5799,SK-MEL-5,-15
9887053,20279,K-562,-15
9887053,77082,LOXIMVI,-15
9887053,5284616,OVCAR-5,-15
9887053,119182,SK-MEL-28,-15
9887053,126941,A549,-15
9887053,126941,T47D,-15
5746,20279,Hs-578-T,-15
5746,657237,COLO-205,-15
5746,444795,ACHN,-15
5746,77082,A549,-15
5746,163659,SF295,-15
5746,5790,HT-29,-15
5746,5394,786-0,-15
5746,5394,COLO-205,-15
5746,119182,786-0,-15
5746,119182,HCC2998,-15
5746,119182,TK10,-15
5746,60749,HOP-92,-15
5746,148124,OVCAR-5,-15
5746,6252,BT-549,-15
5746,5453,SF295,-15
5746,249332,OVCAR-8,-15
5746,249332,U031,-15
5746,126941,OVCAR-5,-15
5746,5799,U251,-15
5790,5453,ACHN,-15
5790,3902,HCC2998,-15
5790,126941,UACC-257,-15
2141,2733525,HCT-116,-15
2141,2733525,SF295,-15
2141,241902,UACC-62,-15
2141,6252,OVCAR-5,-15
2708,443939,SK-OV-3,-15
2708,3385,A498,-15
2708,135413520,CCRF-CEM,-15
2708,60198,K-562,-15
2708,60198,M14,-15
2708,60198,NCI-H226,-15
2708,216326,HCT-15,-15
2708,3950,SK-MEL-5,-15
2708,460612,SN12C,-15
3657,426756,NCI-H522,-15
3657,5790,BT-549,-15
3657,5394,HCC2998,-15
3657,6252,SK-MEL-2,-15
3657,6252,TK10,-15
3657,3902,SK-MEL-2,-15
3657,2662,Hs-578-T,-15
3657,2662,OVCAR-8,-15
3657,3062316,MOLT-4,-15
3657,3062316,UACC-62,-15
3657,5329102,CAKI-1,-15
3657,5329102,SK-OV-3,-15
6194,452548,IGROV-1,-15
6194,36462,BT-549,-15
6194,4212,MDA-MB-468,-15
6194,135398738,MOLT-4,-15
6194,135398738,NCI-H522,-15
6194,135398738,SW620,-15
6194,135413520,SF539,-15
6194,123631,HT-29,-15
6194,5799,SF539,-15
5394,20279,ACHN,-15
5394,444795,A549,-15
5394,426756,SF539,-15
5394,6252,HT-29,-15
5394,249332,LOXIMVI,-15
5394,3902,ACHN,-15
5394,3902,U251,-15
5394,2662,EKVX,-15
57469,9444,SF539,-15
57469,657237,M14,-15
57469,444795,786-0,-15
57469,5790,OVCAR-5,-15
57469,241902,CCRF-CEM,-15
57469,5453,SK-MEL-5,-15
57469,5935,NCI-H522,-15
4211,9444,786-0,-15
4211,9444,HT-29,-15
4211,657237,SW620,-15
4211,5790,EKVX,-15
4211,5790,SN12C,-15
4211,457193,SF268,-15
4211,119182,MDA-MB-231,-15
4211,148124,SNB75,-15
4211,60953,PC-3,-15
4211,3062316,SK-MEL-28,-15
4211,123596,HCT-15,-15
4211,123596,SF295,-15
4211,9941095,UACC-257,-15
4211,644241,MOLT-4,-15
2578,457193,SF295,-15
2578,3657,NCI-H522,-15
2578,4211,A498,-15
2578,4211,OVCAR-3,-15
2578,60749,SK-OV-3,-15
2578,5799,SF268,-15
135398738,36462,A498,-15
135398738,71384,MDA-MB-468,-15
135398738,4212,K-562,-15
135398738,11683,RXF393,-15
135398738,123631,NCI-H522,-15
4114,9444,OVCAR-8,-15
4114,2733525,MDA-MB-468,-15
4114,5790,HOP-92,-15
4114,3657,OVCAR-5,-15
4114,5394,SK-MEL-5,-15
4114,4211,MDA-MB-231,-15
4114,6252,K-562,-15
4114,104842,BT-549,-15
4114,5935,HL-60,-15
4114,5935,SF295,-15
4114,5799,SW620,-15
241902,9444,HL-60,-15
241902,9444,HOP-92,-15
241902,444795,HOP-62,-15
241902,5394,786-0,-15
241902,3902,NCI-H226,-15
241902,6442177,NCI-H226,-15
241902,123596,786-0,-15
241902,9941095,MDA-MB-468,-15
241902,644241,MDA-MB-231,-15
241902,644241,OVCAR-8,-15
119182,77082,MCF7,-15
119182,2733525,KM12,-15
119182,2733525,NCI-H226,-15
119182,454216,SW620,-15
119182,5790,U031,-15
119182,3657,COLO-205,-15
119182,3657,NCI-H226,-15
119182,3657,SK-OV-3,-15
119182,4211,SW620,-15
119182,249332,NCI-H226,-15
119182,3011155,HCC2998,-15
119182,667490,HOP-92,-15
45055483,135413520,RXF393,-15
45055483,216326,COLO-205,-15
45055483,216326,U251,-15
60699,5284616,OVCAR-5,-15
60699,163659,HCT-15,-15
60699,163659,OVCAR-5,-15
60699,457193,SF268,-15
60699,457193,UACC-257,-15
60699,3657,786-0,-15
60699,126941,HCT-15,-15
60749,20279,BT-549,-15
60749,20279,HL-60,-15
60749,20279,RPMI-8226,-15
60749,20279,SW620,-15
60749,457193,NCI-H23,-15
60749,6252,MCF7,-15
60749,5453,RPMI-8226,-15
60749,104741,TK10,-15
148124,657237,SN12C,-15
148124,657237,U031,-15
148124,2733525,NCI-H322M,-15
148124,5284616,SK-MEL-28,-15
148124,457193,T47D,-15
148124,241902,K-562,-15
148124,6252,COLO-205,-15
148124,5453,OVCAR-5,-15
148124,249332,HL-60,-15
6252,3902,RPMI-8226,-15
6252,2662,OVCAR-3,-15
5453,457193,U031,-15
5453,126941,COLO-205,-15
5426,9444,SF295,-15
5426,20279,OVCAR-5,-15
5426,657237,SK-MEL-5,-15
5426,36314,OVCAR-4,-15
5426,2733525,HOP-92,-15
5426,2733525,U251,-15
5426,163659,K-562,-15
5426,3657,OVCAR-5,-15
5426,5394,SF539,-15
5426,4211,HCC2998,-15
5426,119182,SK-MEL-28,-15
5426,104842,SF268,-15
5426,104842,UACC-257,-15
5426,5935,SF295,-15
5426,5935,SW620,-15
5426,5799,KM12,-15
104842,20279,A549,-15
104842,20279,SK-MEL-28,-15
104842,657237,COLO-205,-15
104842,426756,OVCAR-4,-15
104842,119182,U031,-15
104842,6252,UACC-62,-15
104842,3011155,SNB75,-15
104842,3902,BT-549,-15
104842,2662,NCI-H522,-15
249332,5453,SK-MEL-28,-15
387447,5394,HCT-15,-15
387447,4211,HCT-15,-15
387447,5935,K-562,-15
3011155,20279,KM12,-15
3011155,457193,SW620,-15
3011155,3657,OVCAR-3,-15
3011155,241902,HCT-116,-15
3011155,6252,KM12,-15
3011155,249332,ACHN,-15
3011155,2662,SF539,-15
3011155,667490,NCI-H226,-15
135413520,123631,HOP-62,-15
135413520,123631,RXF393,-15
135413520,123631,SK-MEL-2,-15
135413520,216326,SNB75,-15
5311,9444,A549,-15
5311,9444,KM12,-15
5311,20279,SK-MEL-28,-15
5311,657237,OVCAR-8,-15
5311,5284616,Hs-578-T,-15
5311,241902,OVCAR-4,-15
5311,2662,Hs-578-T,-15
60953,20279,LOXIMVI,-15
60953,77082,COLO-205,-15
60953,2733525,NCI-H522,-15
60953,426756,EKVX,-15
60953,426756,UACC-257,-15
60953,163659,NCI-H23,-15
60953,454216,CCRF-CEM,-15
60953,5394,COLO-205,-15
60953,5394,UACC-257,-15
60953,6252,CCRF-CEM,-15
60953,6252,MDA-MB-468,-15
60953,5453,NCI-H23,-15
60953,2662,NCI-H226,-15
60953,126941,U031,-15
60953,667490,A498,-15
60198,216326,SN12C,-15
104741,9444,U031,-15
104741,20279,A498,-15
104741,20279,IGROV-1,-15
104741,20279,U031,-15
104741,657237,M14,-15
104741,657237,MDA-MB-468,-15
104741,444795,A498,-15
104741,444795,U031,-15
104741,36314,KM12,-15
104741,36314,U251,-15
104741,426756,IGROV-1,-15
104741,426756,NCI-H23,-15
104741,5790,CAKI-1,-15
104741,5790,COLO-205,-15
104741,5790,IGROV-1,-15
104741,5394,U031,-15
104741,119182,HT-29,-15
104741,119182,OVCAR-8,-15
104741,60749,MDA-MB-468,-15
104741,6252,SF268,-15
104741,5453,MDA-MB-231,-15
104741,249332,U251,-15
104741,3062316,MDA-MB-468,-15
104741,5329102,NCI-H522,-15
104741,5352062,HOP-92,-15
2187,20279,KM12,-15
2187,20279,MCF7,-15
2187,657237,SK-MEL-28,-15
2187,444795,NCI-H322M,-15
2187,36314,OVCAR-8,-15
2187,5790,SR,-15
2187,5394,U031,-15
2187,60749,NCI-H322M,-15
2187,6252,786-0,-15
2187,5453,SW620,-15
2187,60953,M14,-15
2187,3902,TK10,-15
2187,3062316,A549,-15
2187,3062316,Hs-578-T,-15
2187,6442177,SR,-15
2187,123596,786-0,-15
2187,5352062,MDA-MB-231,-15
2187,5352062,T47D,-15
2662,3902,SK-OV-3,-15
2662,126941,ACHN,-15
68740,9444,T47D,-15
68740,20279,SK-MEL-28,-15
68740,2733525,ACHN,-15
68740,2733525,OVCAR-5,-15
68740,5790,BT-549,-15
68740,5790,HOP-92,-15
68740,5790,SW620,-15
68740,119182,HT-29,-15
68740,60749,DU-145,-15
68740,60749,SK-MEL-5,-15
68740,6252,CAKI-1,-15
68740,104842,RPMI-8226,-15
68740,249332,SK-OV-3,-15
68740,9941095,IGROV-1,-15
68740,9941095,SW620,-15
68740,644241,OVCAR-5,-15
68740,5352062,786-0,-15
3062316,9444,KM12,-15
3062316,9444,PC-3,-15
3062316,444795,SW620,-15
3062316,36314,COLO-205,-15
3062316,5394,U031,-15
3062316,148124,A549,-15
3062316,5453,A498,-15
3062316,5311,SNB75,-15
3062316,5352062,A549,-15
6442177,36314,SK-MEL-28,-15
6442177,36314,U031,-15
6442177,5790,LOXIMVI,-15
6442177,60749,A549,-15
6442177,60749,HCT-15,-15
6442177,5453,HCC2998,-15
6442177,5453,MDA-MB-468,-15
6442177,104842,HCT-15,-15
6442177,5311,SF268,-15
6442177,2662,IGROV-1,-15
6442177,2662,LOXIMVI,-15
6442177,2662,NCI-H522,-15
6442177,3062316,SW620,-15
6442177,5352062,LOXIMVI,-15
126941,9444,SF295,-15
126941,457193,HOP-92,-15
126941,3062316,COLO-205,-15
126941,3062316,OVCAR-5,-15
126941,5329102,T47D,-15
126941,5352062,U031,-15
123596,20279,RXF393,-15
123596,20279,TK10,-15
123596,2733525,COLO-205,-15
123596,2733525,SK-OV-3,-15
123596,5394,OVCAR-4,-15
9941095,9444,HCC2998,-15
9941095,657237,DU-145,-15
9941095,457193,SK-MEL-28,-15
9941095,6252,SNB75,-15
9941095,104842,OVCAR-4,-15
9941095,104842,SW620,-15
9941095,104842,TK10,-15
9941095,5311,DU-145,-15
9941095,5311,TK10,-15
9941095,3902,SNB75,-15
9941095,3062316,OVCAR-3,-15
9941095,6442177,NCI-H226,-15
9941095,123596,COLO-205,-15
644241,657237,OVCAR-4,-15
644241,444795,UACC-257,-15
644241,3657,A549,-15
644241,4211,NCI-H226,-15
644241,667490,NCI-H226,-15
406563,657237,SF539,-15
406563,444795,T47D,-15
406563,426756,UACC-257,-15
406563,5790,U031,-15
406563,119182,OVCAR-5,-15
406563,119182,SNB75,-15
406563,60749,HT-29,-15
406563,104842,M14,-15
406563,104842,SR,-15
406563,60953,M14,-15
406563,3062316,DU-145,-15
2478,657237,M14,-15
2478,77082,IGROV-1,-15
2478,5790,M14,-15
2478,4211,K-562,-15
2478,148124,HL-60,-15
2478,6252,HCT-116,-15
2478,667490,NCI-H226,-15
2478,5935,Hs-578-T,-15
2478,5935,K-562,-15
5329102,657237,U031,-15
5329102,36314,U031,-15
5329102,2733525,A498,-15
5329102,5284616,MCF7,-15
5329102,5394,U031,-15
5329102,60749,A549,-15
5329102,104842,SW620,-15
5329102,3062316,HCC2998,-15
2723601,443939,ACHN,-15
2723601,2123,DU-145,-15
2723601,36462,OVCAR-3,-15
2723601,2708,PC-3,-15
2723601,6194,TK10,-15
2723601,11683,DU-145,-15
2723601,123631,OVCAR-8,-15
2723601,460612,MDA-MB-468,-15
2723601,5799,UACC-257,-15
5352062,426756,HT-29,-15
5352062,5394,Hs-578-T,-15
5352062,148124,MDA-MB-231,-15
5352062,6252,A498,-15
148121,444795,OVCAR-8,-15
148121,426756,A549,-15
148121,426756,LOXIMVI,-15
148121,426756,MCF7,-15
148121,426756,SK-MEL-28,-15
148121,457193,HT-29,-15
148121,5394,HCT-15,-15
148121,119182,NCI-H522,-15
148121,119182,UACC-257,-15
148121,60749,RPMI-8226,-15
148121,148124,NCI-H322M,-15
148121,3062316,MOLT-4,-15
148121,6442177,A549,-15
148121,644241,T47D,-15
148121,5329102,OVCAR-4,-15
148121,5352062,OVCAR-3,-15
9703,20279,MDA-MB-231,-15
9703,444795,MDA-MB-231,-15
9703,2733525,U251,-15
9703,5284616,NCI-H226,-15
9703,163659,CCRF-CEM,-15
9703,163659,SF295,-15
9703,5790,SW620,-15
9703,3657,SF268,-15
9703,5394,BT-549,-15
9703,241902,OVCAR-8,-15
9703,119182,DU-145,-15
9703,6252,DU-145,-15
9703,104842,786-0,-15
9703,249332,SF539,-15
9703,126941,K-562,-15
3950,60198,SW620,-15
3950,123631,A549,-15
3950,123631,COLO-205,-15
3950,62770,NCI-H322M,-15
3950,62770,UACC-62,-15
62770,452548,UACC-257,-15
62770,135413520,ACHN,-15
62770,135413520,MDA-MB-468,-15
62770,60198,SW620,-15
62770,216326,NCI-H322M,-15
29327,2733525,MCF7,-15
29327,2733525,SF295,-15
29327,5284616,UACC-257,-15
29327,457193,TK10,-15
29327,119182,LOXIMVI,-15
29327,60749,OVCAR-4,-15
29327,6252,MDA-MB-468,-15
29327,5453,Hs-578-T,-15
29327,5453,SN12C,-15
29327,104842,MCF7,-15
29327,126941,SF268,-15
29327,667490,HL-60,-15
29327,5799,EKVX,-15
460612,443939,786-0,-15
460612,2123,OVCAR-8,-15
460612,36462,HCT-15,-15
460612,36462,U251,-15
460612,71384,CCRF-CEM,-15
460612,3385,786-0,-15
460612,4212,ACHN,-15
460612,4212,LOXIMVI,-15
460612,4212,SK-MEL-28,-15
460612,4212,SW620,-15
460612,4212,UACC-62,-15
460612,11683,HCC2998,-15
5799,9444,A549,-15
5799,657237,EKVX,-15
5799,444795,LOXIMVI,-15
5799,5284616,A549,-15
5799,426756,M14,-15
5799,5790,SNB75,-15
5799,457193,HOP-92,-15
5799,60749,NCI-H322M,-15
5799,6252,786-0,-15
5799,6252,A498,-15
5799,249332,LOXIMVI,-15
5799,3902,ACHN,-15
5799,3902,EKVX,-15
5799,6442177,SF539,-15
5799,644241,MDA-MB-468,-15
9444,444795,U031,-14
9444,5284616,SK-MEL-5,-14
9444,60749,PC-3,-14
9444,6252,PC-3,-14
9444,249332,SW620,-14
20279,5790,ACHN,-14
20279,5790,SR,-14
20279,457193,MDA-MB-231,-14
20279,457193,SNB75,-14
20279,5453,SNB75,-14
20279,3902,SN12C,-14
20279,2662,SN12C,-14
3690,9444,CCRF-CEM,-14
3690,657237,KM12,-14
3690,2733525,DU-145,-14
3690,3657,SK-MEL-5,-14
